iteration,seed,final_objective_value,n_iter_opt,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0,0,9.585379695839324e-06,50,0.01001139048887625,0.0337960739393953,1.3573567423495963e-05,8.774875162018884e-11,6.015378064523659e-13,-0.40271035099914204,0.9766248156844821,-0.5334867943717723,0.9795266400456896,0.2569955571428243
1,1,9.652285859860909e-06,232,0.901972395827327,0.027396333033453398,1.620910169156508e-08,1.04240151879869e-08,2.9661497868097038e-12,0.5769668584134522,0.9372295651469817,0.901841811166923,-0.4017737227404016,0.3008283376043882
2,2,9.756388757011754e-06,81,1.021818454556773,0.02704921666868054,2.6169210657636008e-08,9.923710548961833e-09,2.6803583208697325e-12,0.5441223516696132,0.0027980260521952936,0.6141336841412375,-0.35686561461272026,0.26637070452743355
3,3,0.00036830516480580993,501,4.114475113438145,0.006034000531648938,4.3134255959088266e-05,3.964708067183547e-08,6.742477667084904e-12,0.5156604629896571,0.3786209484746932,0.26019549196958736,-0.2817817074457901,0.27198260099886995
4,4,6.761076702811535e-06,31,0.5630515900081563,0.030496322964928272,8.802853783662826e-06,9.393313835756713e-10,3.667103960583892e-13,0.7801674306557826,0.08782821890796527,-0.4170703037708422,-0.24314501107187977,-0.20463166488604342
5,5,2.452692291584146e-05,501,0.9656257722530364,0.028174477103195986,5.730982903749941e-06,1.870480595435964e-11,2.698146946614509e-12,0.9207503361386734,0.2287694474570222,-0.7644068551949902,0.9932488987486294,-0.6672389013865113
6,6,1.134746428110173e-05,501,0.01000545271456184,0.03350136876477879,1.1303455531946406e-05,4.823902721850363e-09,3.685405965049585e-12,-0.9646414988549179,0.9333817527101991,-0.8719578274837227,-0.8371730372531945,0.47940559431222807
7,7,9.454345740969735e-06,81,0.011120634756990242,0.03373259200907477,1.3462611339214488e-05,1.0278371439266357e-11,7.067220338094747e-13,-0.6023424273159691,0.3394607611292349,-0.3307892265841207,-0.9504950813910815,0.11239880939058448
8,8,0.0012402143248024856,501,5.595314076546531,1.0000067788123562e-05,3.894291466958481e-05,1.2101079046568157e-08,1.2436521937632254e-11,0.8012774751801687,-0.4703381226645772,0.8052592444887537,-0.38112587585737456,-0.9655764477952395
9,9,3.2112744521300307e-06,87,0.23871548436887605,0.03264937299004954,1.2351363695738814e-05,3.8355797460438476e-11,4.806934603719106e-13,0.047651096399872195,0.6933303986673176,-0.6375712275579168,-0.4254699130360132,0.623721007608768
10,10,2.9086390402764125e-05,501,1.2142274088570872,0.026099082717301356,1.0729383288805589e-08,6.293997503069884e-09,3.1950596986590225e-13,0.6438439568166878,0.7985174398543157,0.38448477729271546,-0.7752439001855849,-0.6084507767584169
11,11,9.90801753447749e-06,31,0.08449125876194892,0.03445699307453408,1.4916016341018866e-05,1.7278214684760932e-10,1.3877912922984202e-12,-0.38718621583079194,0.7815020212139464,-0.1952400710778265,0.5519342905482243,0.34800197145894174
12,12,2.877696737863403e-05,501,0.7509270580861384,0.02922293912653602,7.524556391156772e-06,6.81522735796478e-10,2.256286883494461e-12,0.48444502836641323,0.8640272963926166,-0.2772985414992928,0.908494781678985,-0.7515410010936792
13,13,7.3693048136442595e-06,27,0.012755499508884454,0.033993281166810406,1.4328385015989504e-05,1.7265055417638398e-10,1.167756108584604e-12,0.3610689039173045,0.19050946418161122,-0.549437912239834,0.12171951480530634,0.3440583620178005
14,14,2.4714542458449932e-05,501,1.1399427776312863,0.026675219606113555,1.2500255979796132e-06,5.424528021539832e-09,4.0652032569643034e-13,0.9185507580395337,0.9950096387568053,-0.3216654920695219,-0.3470729856650308,-0.5848801315358583
15,15,9.840252874931724e-06,235,0.9665513184465633,0.027469289194443247,1.247964771929974e-06,8.251045408705515e-09,1.899780886337355e-12,0.7656429764233549,0.8838342309648652,-0.13241952950195524,-0.4076278849021093,0.5652278269264641
16,16,9.848456060947153e-06,25,1.0481922305184568,0.026468839231019746,2.833591572255103e-06,1.4211300949791703e-08,4.7892875999276075e-12,0.532037820905262,0.20643036955415794,0.05253574101800325,-0.30867049807968533,0.43832303362104497
17,17,4.739315083330477e-06,21,0.26080569184935887,0.03242058466484876,1.1838545937366805e-05,5.202499196465962e-10,6.129248012044118e-13,0.7380782544584872,0.019057090852685296,-0.31160039407128226,-0.02904275364946496,0.06567252864969664
18,18,7.583562391955436e-06,27,0.26378550735440354,0.032628979905337446,1.2368530244749485e-05,1.5887873618916046e-10,7.001847847459849e-13,0.2233291290844599,0.3289902525297942,-0.7346007009166796,-0.5292910533590576,0.26681217140362684
19,19,9.859062787264721e-06,190,0.4051842946915226,0.02989603956789416,3.880570478915955e-07,1.8620292932864603e-08,9.8319423738033e-12,0.3851497128926401,0.35886576537158876,-0.40094900737812783,-0.7094544705510094,0.459934353644265
20,20,3.0952849062014786e-05,501,1.18869382324702,0.026081295394397755,3.444517675879983e-07,6.572068495894737e-09,3.451621948189001e-13,0.5372379235819641,0.6687831523805101,0.5237452055608751,-0.5964353319123525,-0.6768000839257842
21,21,1.633504677385064e-05,501,1.094979712476521,0.0265685226017789,3.9742405284943296e-07,8.903540273157943e-09,1.6113273942386296e-12,0.14716770876003724,0.45799858116831976,0.583446331662529,-0.4010807539451128,0.507497125841688
22,22,4.60445543656551e-05,501,1.2813568339534962,0.026434704575991307,3.074981148606568e-06,7.97170152973922e-10,3.1424976531745668e-12,0.898294692757474,0.22432828498422588,-0.22876753449042167,-0.21544758151171653,-0.30068224840885355
23,23,9.971760390261491e-06,87,0.9918770349848608,0.02709062065548483,3.653184294600681e-08,9.755802768065584e-09,2.4655737397136412e-12,0.14198361963479247,0.4236155331374189,0.3043575386880657,-0.9143794548649472,0.9018245855879179
24,24,5.364086362653798e-05,501,1.1331845307315105,0.026105765282365214,2.598858909939791e-07,5.261624207140486e-09,1.6818019764627977e-12,0.563937087378916,0.43444916598187466,0.8865700364261684,-0.12125989638505019,-0.3677798267446264
25,25,9.5188597040314e-06,64,0.9641042973037504,0.027436469525849057,6.162610384130548e-07,9.88744614638924e-09,2.911744636695392e-12,0.7209150351332717,0.47985958502017767,-0.054289430363644295,-0.415306972106083,0.05634098415612451
26,26,2.6097895546687227e-05,501,1.1613798456653417,0.026305983056056637,1.0000000000002598e-08,6.765098210507178e-09,1e-14,0.19426873616665502,0.2734651038054948,0.9329474996130542,-0.4592079866875936,-0.9746779037356984
27,27,2.7417287723373215e-05,501,1.1626571291538468,0.026280082212921444,1.027264753709935e-08,6.607330230188344e-09,1.2040850623850316e-13,0.3372306688231149,0.3658103156788648,0.42848653240099177,-0.3362186719280721,-0.6918947159129544
28,28,2.612118032354161e-05,501,1.1655786425066463,0.026297675387680113,1.1005087460383978e-08,6.764656397567034e-09,1.0000873513525925e-14,0.6194812521919272,0.9298758000373512,0.8893662629013961,-0.2728348087884126,-0.8075729821351253
29,29,1.8499041373318644e-05,501,0.9297647625694904,0.028300686659009897,5.0234953970395806e-06,2.102452733066396e-09,1.3198749303111497e-12,0.04780138020733436,0.22448888916904636,-0.3919129298451836,-0.32535205680086854,-0.0018864194175357563
30,30,1.6236934082164842e-05,501,0.9391262004764476,0.027778793484974706,2.7270727151963417e-06,5.236037390999862e-09,1.1323542584374542e-14,0.5182309218904324,0.009413554313471406,-0.9938938122676272,-0.2345623581155094,-0.42499294186942377
31,31,7.8801939220281e-06,307,0.9572536245860132,0.027271311022302076,8.03440501817528e-08,1.0395792258142326e-08,2.9137272191324145e-12,0.8009071408703909,0.7044026076896379,0.9995926877591668,-0.19282952974815584,0.1745560957055691
32,32,1.4300649539255422e-05,501,0.7684268196872163,0.02925234159004157,6.133474702907648e-06,2.5497402963529156e-09,6.159179334574065e-13,0.21597905200429052,0.48354687524139944,-0.2833755683943051,-0.8416260485444198,-0.7256934904496161
33,33,7.4245722640211295e-06,44,0.019214386955711312,0.034108585395969435,1.4879922844264012e-05,1.8539688845699381e-09,1.3790694573094277e-13,-0.6407464308968667,0.5590671521616807,-0.6497631030000567,0.19628155373571,-0.11479549959877469
34,34,1.2430437717107427e-05,501,0.7400637869172195,0.029512999472777378,7.605595972569861e-06,2.6060452355601838e-11,1.8997470504430955e-12,0.6056586457760418,0.32531685393341603,-0.4384485508959874,0.21845305830522455,-0.18644301923098333
35,35,1.3409790486518304e-05,501,1.0612470482081053,0.026719592761223106,5.038998148243804e-07,9.600433832290356e-09,2.148306125949365e-12,0.9497737123291057,0.9758621091356188,0.7698908399422398,-0.5027194476378871,0.19888004737024212
36,36,3.4095947394895856e-05,501,1.3099023405205474,0.025675955030095933,6.327370873392959e-07,6.682861430009708e-09,2.4231536849738026e-13,0.8010161145502623,0.09016833941627406,0.4449819261681966,-0.6204413688873295,-0.7497536707054699
37,37,5.366862049178716e-05,501,1.5732940610070936,0.023610006075553528,5.01845975914587e-06,9.531918866800019e-09,2.02496595617753e-14,0.29442295338043684,0.5326069186931223,0.031072034321085476,-0.6010670596981862,-0.9919112092676655
38,38,8.472404087981698e-06,30,0.9003592129780227,0.027594613899001242,3.0691061362075973e-07,1.035873373600114e-08,2.9423677736491123e-12,0.21369062132382594,0.6656488447197954,-0.400519166008074,-0.44836307528143055,0.09044771473141586
39,39,7.658552465312966e-06,321,0.9122903779259784,0.027463187455547378,6.997842332271121e-08,1.0697518687493338e-08,3.3075538420839673e-12,0.5512539037060933,0.05056856393780184,-0.5414020946386802,-0.3193733446936752,0.8545218667270141
40,40,1.247187393563455e-05,501,0.9579384032179916,0.027658548528988584,1.9941608683445373e-06,6.919340694918454e-09,1.0817443213176468e-12,0.9855582008192413,0.8939642762712073,-0.07787485253378737,-0.9107178356697875,0.07178507853127614
41,41,7.217582217661308e-05,501,1.5869643141913166,0.02426319697296082,1.2440557122059573e-06,3.946518497160469e-09,2.404808167460546e-12,0.8636880067504448,0.8276597608627735,0.732963455479071,-0.4650139653395036,-0.6568371274122426
42,42,1.5054362486090057e-05,501,1.515277763646993,0.022789644624368745,1.2166365009925503e-05,2.391926835203186e-08,8.257422785507249e-12,0.038423120020571355,0.9894071150827737,0.20936566615868918,-0.9948862530131122,0.22756149690511826
43,43,1.3976543804692887e-05,501,1.0599379171328118,0.026714222838655512,4.0916045974656744e-07,9.319808232035097e-09,1.9309482197953406e-12,0.398514102630558,0.8759426049425494,0.24296856046981263,-0.9089265700954502,0.6504521672646975
44,44,6.937435921683124e-05,501,1.3922527755137268,0.02573092860821544,2.0872420172530557e-06,9.57010730288757e-11,4.656903519170869e-12,0.73404038487798,0.8963384694472701,-0.47317788414276635,0.14311986103864074,-0.4160715906178849
45,45,4.733781355837349e-05,501,1.2693252440293779,0.02634068465534465,2.7974371748385673e-06,9.674444177054404e-10,3.2153522200888184e-12,0.5592292299415217,0.7420622090126919,-0.11170691705445004,-0.3237212608925363,-0.6965697069391986
46,46,9.284465617840782e-06,56,0.43528149902000707,0.03148767271305981,1.0842294905118265e-05,9.882614268933167e-11,8.183310801647918e-14,0.5559786857120277,0.2518425791538917,-0.42904261717815534,-0.2943131167384524,0.46165130174330293
47,47,1.5381803675014874e-05,501,1.0231698938225202,0.027392488852365105,2.0474674865611236e-06,6.21113850375146e-09,6.417745469148203e-13,0.23752162502392782,0.37205436591159746,-0.19338494563333752,-0.21865014192693166,0.08195818363866014
48,48,9.837188988296786e-06,257,0.9220333568041592,0.027335341068754408,2.066584031309845e-08,1.0270784572050736e-08,2.866280879224301e-12,0.47392426415919814,0.9871692202415909,0.9385099477734826,-0.6994270828203711,0.3455603030921151
49,49,9.19670798311599e-06,120,0.10512274898485875,0.034627077769695,1.5605155811806664e-05,1.591225906088835e-09,4.763543390358338e-13,-0.3703448998081429,0.42949493579743836,-0.8812288596229285,0.6382885092970019,0.07883413408308047
50,50,9.388576919230964e-06,207,0.9993174152623274,0.02710847670290799,7.754893526454188e-08,1.0005477962965744e-08,2.669013108182059e-12,0.39532020844267957,0.5032111854996684,0.6176956727516982,-0.6239282692005611,0.9640614676086274
51,51,5.9017453268859194e-06,47,0.5611339629085708,0.030046981219744147,6.382815719941933e-06,4.8523818145012085e-09,1.616661348782485e-12,0.5581069877188016,0.5305573395002754,-0.6739978477898859,-0.9372786833214084,0.996804574915141
52,52,0.00022722686130438146,501,2.3827654478849136,0.02013903278776775,5.2299365864053095e-06,7.273513357829931e-10,8.253597723762443e-12,0.44782512140621644,0.3565396190363212,0.20068509754645739,0.5038198265953648,-0.40667360369148464
53,53,9.724758439505253e-06,425,0.8094540388282331,0.02890346899125345,5.459118238548301e-06,3.3121049899942563e-09,1.2303969696285288e-13,0.4242300157310842,0.6737072614211999,-0.9825097185279515,-0.9469735227507007,-0.8822886690043036
54,54,9.186913568308822e-06,108,0.9828092967814368,0.027179705403032547,3.7186062939488856e-08,9.87117666372754e-09,2.5705931682734453e-12,0.1390083989557031,0.5386135145832566,-0.09412117734839909,-0.6229634299787321,0.18094391886720496
55,55,2.986384771179948e-05,501,1.244927506527351,0.02603406971370475,3.609763920497813e-08,6.238158922126303e-09,2.629157077819665e-13,0.18349661375408977,0.8755383990553443,-0.15151671552610246,-0.14344142461163276,-0.3625714188913126
56,56,9.995922104308564e-06,168,0.1040901160188936,0.03461109497428303,1.5508228862833586e-05,1.140939384490566e-09,8.507514411539529e-13,-0.6302450113473197,0.22527382676875551,-0.9992273650457042,0.14370510423433247,0.9577442872441442
57,57,4.862499231300671e-05,501,2.557485557494269,0.014556661604204539,3.340814003182711e-05,4.605170895134689e-08,1.640107988711379e-11,0.976384003916529,0.6737981507415145,0.17953725442427965,-0.17149805386493344,0.3782004756009046
58,58,0.0014722163007655125,501,5.7228290902366155,1.0000000000001902e-05,3.472767048029601e-05,1.0000000000004785e-11,2.0995743381932214e-11,0.6153842340213225,-0.9961032373381619,0.20661812312866684,0.9544941012604571,-0.5045085767091526
59,59,8.845827849094631e-05,501,1.5674527948062806,0.02443578187569831,1.854736917867944e-07,1.062454131245361e-11,5.303725218555746e-12,0.010358659211123888,0.911563870123435,-0.0940992494802042,0.44365712238356736,-0.6362960462730671
60,60,0.00025101646133783714,501,2.539065336915521,0.018667016248835988,8.500222612275329e-06,1.1599878899637202e-09,8.316220352901064e-12,0.7320909088050473,0.4047586496568527,0.16551328899062023,-0.7054421597833783,-0.2776971167479881
61,61,1.775184308056826e-05,501,0.28529819584334104,0.03030953545820878,5.230427559622172e-08,2.0189119549043343e-08,1.075820373797541e-11,0.9745266261178133,0.924594069250885,-0.1657435969730045,-0.9861394305348119,0.7811253979497454
62,62,9.394251967036228e-06,39,0.7988564276634156,0.028751977251970703,4.429802279145938e-06,5.232477088024611e-09,1.0556967559061976e-12,0.7174741536586687,0.9890411586055902,-0.42659834471280084,-0.6902150606067569,0.1456270958635479
63,63,5.1748942835193615e-06,46,0.4722312658871947,0.031252877683890755,1.0142380842855101e-05,1.5607719822566365e-10,5.471442204708123e-13,0.38068040522957075,0.2638262694492034,-0.19253287443211842,-0.20375435952191526,-0.060918163244479205
64,64,2.864477246295508e-05,501,1.1632966766002366,0.02624502157573046,6.319874468024301e-08,6.4067614385987686e-09,2.0935681867034326e-13,0.2426749511771477,0.9858340750519781,-0.8306273157959013,-0.051743275925346,-0.9237997159695979
65,65,0.0005031672842695338,501,2.9636696832387512,0.01536969747195472,1.4757064405212173e-05,8.832151195327837e-10,1.2626051395919043e-11,0.2791148065504808,0.07455019983165093,0.9325459184826266,-0.3965468863507331,-0.8468919409569172
66,66,5.309368371495973e-05,501,1.305226531734193,0.02617033369765401,2.8537497982914076e-06,2.348034303200015e-11,4.032291350920238e-12,0.9738218886453324,0.2998305007376608,-0.6916093572474304,0.9352687209133762,-0.7725440513610061
67,67,3.9497031349533475e-05,501,1.1574217092746244,0.027070821825399903,4.074367160027591e-06,2.278073430462919e-11,3.479781314993523e-12,0.8933468363990271,0.06746770162988658,-0.6574548987672364,-0.08758558619646259,-0.21805091200867388
68,68,9.228606635475523e-06,188,1.0029734403433357,0.02710691345763788,1.930358571433522e-08,9.972977909334108e-09,2.703847188281752e-12,0.7210165060476419,0.09232391848313883,0.4907973766205856,-0.44081417014592233,0.21082017515960594
69,69,3.378083916280151e-05,501,1.2145315892150939,0.02605571470441752,1.0056997966722949e-08,5.766114719495911e-09,8.682576906626874e-13,0.1606700190938999,0.634055144002343,0.9862826990087582,-0.30862975225329053,-0.5942283561719788
70,70,9.950920152810391e-06,416,1.005846746939192,0.02707472755741618,1.2616316141582841e-08,9.728551238731665e-09,2.4692344207114883e-12,0.9565682844557507,0.30558679821503054,0.39222602883130464,-0.38482809489162983,0.5939801768604952
71,71,9.8563659370377e-06,90,0.41817641080660267,0.02977828075716335,1.492538944687502e-08,1.9059437219509233e-08,9.982453772550711e-12,0.27500713738418275,0.3837972800294348,-0.6932014568798688,-0.0836778242286018,0.3047791462539425
72,72,0.0014797559362795265,501,5.676921256649568,3.1366916373783513e-05,3.510530937441255e-05,1.4647782554755517e-11,2.1316670873793898e-11,0.2637175039270029,-0.6907118394908334,0.004858942039965453,0.8147697681157173,-0.3721736695094706
73,73,8.027455266912102e-06,34,0.6362899647917991,0.02946344800077681,5.366643683685513e-06,4.896190266208686e-09,1.0421138719429603e-12,0.365131698211434,0.31757434780448723,-0.09537653993370163,-0.14870162092477313,0.7694956919178416
74,74,1.4251796828057316e-05,501,0.7979097462711106,0.02865745042466556,4.513424818325397e-06,3.955548386640788e-09,2.8975474884410533e-13,0.45646387453275866,0.7633322832273021,-0.2804204101343337,-0.577242405482698,-0.6100005651713107
75,75,7.462017186604811e-06,29,0.5669061583758966,0.02888906999408417,1.2923869700727638e-07,1.525549048819983e-08,6.63876080725338e-12,0.1652251600251404,0.7892255003558697,0.7702823608613193,-0.18210585665762902,0.3924469995100729
76,76,6.004212855980343e-06,30,0.3947215966193299,0.03158219123654977,1.027127085191144e-05,9.685993856591012e-10,2.6549782011218626e-13,0.702558767782157,0.4731030997482245,-0.7360620440171785,-0.11663373436878058,0.9571112296616858
77,77,2.6289116768724344e-05,501,1.0762621626068607,0.027443484011372185,3.908708403843689e-06,2.1892240463041426e-09,1.672214090307343e-12,0.9948341314290126,0.42476547505945594,-0.12381790682035954,-0.9993416173162201,-0.9814333331326702
78,78,9.05944765779814e-06,120,0.021712712423604175,0.03400781308101081,1.4500048523073704e-05,1.5645410063333313e-09,1.4701697123997968e-13,-0.9308958099936636,0.9508657696576917,-0.3229026202690477,0.07883179246357683,-0.4096558358516556
79,79,4.498302487527144e-05,501,1.3310308131785251,0.025831450866907944,1.199683001220556e-06,3.0105416601134108e-09,2.2525195221259205e-12,0.4732650269933216,0.5853811943113284,-0.12891836037642004,-0.7375850676068054,-0.7131046487950704
80,80,0.0008716168289314946,501,5.416805332179521,0.00010364534122933655,4.762116217999687e-05,3.1435512615184016e-08,1.533072230233584e-12,0.021612407889326654,-0.9325152513013292,0.6615573663898344,-0.5799460791908007,-0.9530187348610255
81,81,9.59868127402288e-06,383,0.9973170823191458,0.027088566009004642,1.0778408071244975e-08,9.913266544435299e-09,2.68190858784269e-12,0.8599132718157698,0.7245765167504732,0.8466087103994457,-0.9849537319458238,0.7010857030454601
82,82,7.217656054066587e-06,18,0.16594066184966016,0.032759543084708624,1.1877621841764999e-05,3.376768967719988e-10,1.5299606266389874e-13,0.6853473756071278,0.907536752495542,-0.6699415921272661,-0.4294101243755205,0.1291429858054386
83,83,3.480538540128805e-05,501,1.1047070063872608,0.027417032521172655,4.738542050574804e-06,1.2066027425706059e-11,3.0221158598815736e-12,0.34838758775263806,0.9845696092937736,-0.6195565585140241,0.27014531786800455,-0.7068258164743672
84,84,3.308759677531404e-05,501,1.2484517680353953,0.025915445677569326,1.1218374413757839e-08,5.879758410700199e-09,5.506507615340702e-13,0.8872619620928481,0.9864498466404593,0.05401688588006334,-0.30868822047710986,-0.673608345917585
85,85,9.785932840316355e-06,167,0.0101035342735724,0.03381700664147181,1.4004491706482907e-05,1.0948973701837421e-09,1.255860802995172e-14,-0.8692319125145859,0.1878093119938933,-0.10176396018673917,0.3019193824289377,-0.9388910552939473
86,86,2.4815025730933327e-05,501,0.010244032706377427,0.03262335093685735,6.151198362343576e-06,1.3782468428673221e-08,8.452591039068505e-12,-0.5053601290599969,0.8597819526196233,-0.30092524080482735,-0.9507777590372877,0.943648372944854
87,87,1.4902919168632069e-05,501,1.0355336436453675,0.0268442920794238,4.950371861043595e-08,9.089837326335872e-09,2.0221587234682255e-12,0.9446731191542579,0.6214805517586486,0.37870197582795545,-0.9462412085529424,0.5647604537749497
88,88,1.725000640248003e-05,501,1.0667359709335955,0.026718029048926017,1.0000101778490402e-08,8.253755591320523e-09,1.2468510705462874e-12,0.3727300397304338,0.1898071828186232,0.6810907246607925,-0.5216487829349513,0.0740054752433445
89,89,4.913168810186851e-06,29,0.015304006251862089,0.03457891621404392,1.746180162237919e-05,5.654784228947283e-09,1.8049571638977684e-12,-0.4971070815075711,0.363203435089112,-0.24878933408040738,0.7540036558279035,-0.7496646095861866
90,90,7.745749426502124e-06,40,0.030033467405174045,0.03420723680564649,1.541061453028178e-05,2.3302635871419874e-09,6.273215060008504e-14,-0.02105533436675522,0.06752930262305787,-0.4831932583012091,0.4287764092873251,-0.3904122662615438
91,91,9.631976988982867e-06,32,0.5565698618051568,0.029963500972775087,6.340266058089531e-06,3.79223849714843e-09,3.8028407319163616e-13,0.41119536095927095,0.6571049740276844,-0.3689386580133138,-0.35244837080161584,0.26162274473582614
92,92,9.85462254340922e-06,21,0.3696689881000791,0.031870552490163906,1.1500419240803428e-05,5.446268376939951e-11,1.9303918849703599e-13,0.10176273845574327,0.32246020537194675,-0.33621678570881836,0.613626795596659,0.8552289638708075
93,93,0.0004016644513941791,501,3.653848417855828,0.009147296587742477,3.3680218566181046e-05,2.7629137187733196e-08,1.6760609262326265e-12,0.11785243107001209,0.7083746389935813,0.8809559805939418,-0.1937475792119566,0.9732135890339727
94,94,8.6044738378861e-06,120,0.07569276609371296,0.034404883929926355,1.526163792012107e-05,1.460027019593755e-09,4.4008830379992503e-13,-0.2516853261180276,0.09726028864403252,-0.10323371013317573,0.14392006276855585,0.6609786860907894
95,95,6.597754060391671e-06,20,0.3099866028839912,0.032274482654676494,1.2164362072282977e-05,4.0938495434028746e-10,2.2162307288292728e-13,0.33362370210116693,0.7284476572008675,-0.04993605030006589,0.31900639207838916,0.04217752442829982
96,96,5.437003736547666e-06,28,0.1585076368460697,0.03280229383888791,1.1707816949914301e-05,1.4630890466464002e-09,1.1005298102298867e-12,0.9929334148755246,0.5957434150742097,-0.016062489413970246,-0.5677688679826756,0.3287401215461653
97,97,2.178322398227373e-05,501,0.9322008861368841,0.02842543074277027,6.148406081436358e-06,2.952642073740426e-11,2.47270175973058e-12,0.7758424444684393,0.24326962510314928,-0.32177236389594555,0.9522412725780387,-0.8172162990347068
98,98,1.3719335863796175e-05,501,1.0272355273935183,0.026962283167326583,1.9105367535483274e-07,8.694263515372058e-09,1.6622643169493903e-12,0.6889034123859941,0.35619927534945284,-0.07573532967276297,-0.6423985322346649,0.41210536124761354
99,99,9.278877487732837e-06,26,0.041702876551249324,0.03402948774235765,1.4128995833726847e-05,4.308084949427806e-10,6.994959854860008e-13,-0.5996422566845856,0.4996194564433248,-0.3743433344603844,0.4579355417110196,0.1880982277452948
